category,month,count,rollavg_3month
Murder,2019-01-01,23,NA
Murder,2019-02-01,25,NA
Murder,2019-03-01,34,27
Murder,2019-04-01,60,40
Murder,2019-05-01,54,49
Murder,2019-06-01,51,55
Murder,2019-07-01,44,50
Murder,2019-08-01,49,48
Murder,2019-09-01,51,48
Murder,2019-10-01,41,47
Murder,2019-11-01,34,42
Murder,2019-12-01,32,36
Murder,2020-01-01,36,34
Murder,2020-02-01,36,35
Murder,2020-03-01,30,34
Murder,2020-04-01,62,43
Murder,2020-05-01,85,59
Murder,2020-06-01,94,80
Murder,2020-07-01,109,96
Murder,2020-08-01,68,90
Murder,2020-09-01,83,87
Murder,2020-10-01,66,72
Murder,2020-11-01,62,70
Murder,2020-12-01,56,61
Murder,2021-01-01,54,57
Murder,2021-02-01,37,49
Murder,2021-03-01,45,45
Murder,2021-04-01,54,45
Murder,2021-05-01,66,55
Murder,2021-06-01,84,68
Murder,2021-07-01,112,87
Murder,2021-08-01,82,93
Murder,2021-09-01,91,95
Murder,2021-10-01,62,78
Murder,2021-11-01,62,72
Murder,2021-12-01,54,59
Murder,2022-01-01,52,56
Murder,2022-02-01,45,50
Murder,2022-03-01,39,45
Murder,2022-04-01,52,45
Murder,2022-05-01,63,51
Murder,2022-06-01,73,63
Murder,2022-07-01,67,68
Murder,2022-08-01,68,69
Murder,2022-09-01,72,69
Murder,2022-10-01,64,68
Murder,2022-11-01,56,64
Murder,2022-12-01,58,59
Murder,2023-01-01,44,53
Murder,2023-02-01,37,46
Murder,2023-03-01,34,38
Murder,2023-04-01,53,41
Murder,2023-05-01,32,40
